prefill_len,prefill_batch,Prefill Tokens,decode_batch_size,decode_len,cu_mask,Prefill time in isolation_x,Prefill time with interference_x,Serial Prefill time,Slowdown in prefill (H-G),Decode time in isolation_x,Decode Time with interference_x,Serial Decode Time,Slowdown in decode(L-K),Total Serial Time,Total Time with Interference,Overlap,Unnamed: 17,Unnamed: 18,Slowdown in decode (),Prefill time in isolation_y,Decode time in isolation_y,Prefill time with interference_y,Decode Time with interference_y
256,1,256,32,256,32.0,,,,,,,,,,,,,,,71.59033333333333,190.035,72.07166666666666,193.095
256,4,1024,32,256,32.0,,,,,,,,,,,,,,,271.9153333333333,190.15533333333332,271.4476666666667,193.857
256,8,2048,32,256,32.0,,,,,,,,,,,,,,,526.952,190.1953333333333,534.1953333333333,193.536
256,16,4096,32,256,32.0,,,,,,,,,,,,,,,1089.9336666666666,189.728,,784.448
256,32,8192,32,256,32.0,,,,,,,,,,,,,,,2155.478,190.703,,1483.3940000000002
512,1,512,32,256,32.0,,,,,,,,,,,,,,,248.809,190.1016666666667,248.1413333333333,194.32466666666664
512,4,2048,32,256,32.0,,,,,,,,,,,,,,,971.3293333333336,189.92766666666668,947.114,193.99033333333333
512,8,4096,32,256,32.0,,,,,,,,,,,,,,,1913.4976666666669,189.71366666666663,1891.3006666666668,213.38166666666663
512,16,8192,32,256,32.0,,,,,,,,,,,,,,,3835.468333333333,190.40933333333336,,2598.692333333333
1024,1,1024,32,256,32.0,,,,,,,,,,,,,,,953.6483333333332,189.9813333333333,963.4976666666666,205.80433333333332
1024,4,4096,32,256,32.0,,,,,,,,,,,,,,,3602.028,190.008,3599.9966666666664,209.30566666666667
1024,8,8192,32,256,32.0,,,,,,,,,,,,,,,7207.464,190.5963333333333,7219.625,199.59
2048,1,2048,32,256,32.0,,,,,,,,,,,,,,,3591.4303333333337,189.87466666666668,3590.6693333333333,208.28966666666668
2048,4,8192,32,256,32.0,,,,,,,,,,,,,,,13998.294333333331,190.77,14022.403,194.07066666666665
2048,8,16384,32,256,32.0,,,,,,,,,,,,,,,27912.329,191.21033333333327,27923.67433333333,194.07066666666665
4096,1,4096,32,256,32.0,,,,,,,,,,,,,,,14000.913666666667,189.968,14058.311333333331,194.20466666666667
4096,4,16384,32,256,32.0,,,,,,,,,,,,,,,54940.060333333335,191.38466666666667,55027.14066666667,194.28433333333336
256,1,256,64,256,32.0,,,,,,,,,,,,,,,72.28533333333333,373.7083333333333,72.82,375.713
256,4,1024,64,256,32.0,,,,,,,,,,,,,,,271.782,373.6413333333333,272.3033333333333,381.593
256,8,2048,64,256,32.0,,,,,,,,,,,,,,,530.6136666666666,373.5346666666666,528.2086666666667,383.4373333333333
256,16,4096,64,256,32.0,,,,,,,,,,,,,,,1067.2553333333333,373.655,,856.0653333333333
256,32,8192,64,256,32.0,,,,,,,,,,,,,,,2144.266,374.8576666666667,,1559.3273333333334
512,1,512,64,256,32.0,,,,,,,,,,,,,,,248.475,373.70866666666666,249.384,381.339
512,4,2048,64,256,32.0,,,,,,,,,,,,,,,951.8036666666668,373.334,953.034,395.919
512,8,4096,64,256,32.0,,,,,,,,,,,,,,,1898.2896666666663,373.8286666666666,1900.0673333333332,398.5386666666666
512,16,8192,64,256,32.0,,,,,,,,,,,,,,,3822.7996666666654,374.791,,2662.024
1024,1,1024,64,256,32.0,,,,,,,,,,,,,,,965.409,373.8286666666667,943.76,395.01
1024,4,4096,64,256,32.0,,,,,,,,,,,,,,,3601.814,373.468,3591.484,414.0006666666666
1024,8,8192,64,256,32.0,,,,,,,,,,,,,,,7202.238333333334,374.791,7216.778666666666,391.89633333333336
2048,1,2048,64,256,32.0,,,,,,,,,,,,,,,3606.184333333333,373.682,3615.298666666667,414.094
2048,4,8192,64,256,32.0,,,,,,,,,,,,,,,14010.723666666669,374.9243333333333,13998.909666666666,384.6666666666667
2048,8,16384,64,256,32.0,,,,,,,,,,,,,,,28006.02433333333,375.9536666666666,28009.99333333333,385.42800000000005
4096,1,4096,64,256,32.0,,,,,,,,,,,,,,,14017.606333333337,373.775,14051.550333333333,383.731
4096,4,16384,64,256,32.0,,,,,,,,,,,,,,,54956.3,375.873,55108.369,384.0253333333333
256,1,256,128,256,32.0,,,,,,,,,,,,,,,72.379,752.468,72.75333333333334,746.842
256,4,1024,128,256,32.0,,,,,,,,,,,,,,,272.2093333333333,750.998,271.862,762.491
256,8,2048,128,256,32.0,,,,,,,,,,,,,,,526.6853333333332,750.6909999999999,527.7810000000001,765.2843333333334
256,16,4096,128,256,32.0,,,,,,,,,,,,,,,1066.36,753.1766666666666,,991.5616666666666
256,32,8192,128,256,32.0,,,,,,,,,,,,,,,2140.2703333333334,752.8290000000001,,1669.8473333333334
512,1,512,128,256,32.0,,,,,,,,,,,,,,,248.63566666666665,751.8133333333332,248.75566666666663,760.313
512,4,2048,128,256,32.0,,,,,,,,,,,,,,,963.9523333333332,754.0586666666667,965.3823333333332,789.219
512,8,4096,128,256,32.0,,,,,,,,,,,,,,,1908.5136666666667,753.5243333333333,1890.312,784.6619999999999
512,16,8192,128,256,32.0,,,,,,,,,,,,,,,3823.896,756.3436666666666,,2785.105666666667
1024,1,1024,128,256,32.0,,,,,,,,,,,,,,,952.967,750.9853333333334,972.572,796.4756666666667
1024,4,4096,128,256,32.0,,,,,,,,,,,,,,,3602.095,754.0720000000001,3619.962666666667,828.0953333333333
1024,8,8192,128,256,32.0,,,,,,,,,,,,,,,7214.547666666666,756.8653333333333,7227.844666666667,775.2936666666668
2048,1,2048,128,256,32.0,,,,,,,,,,,,,,,3604.995,754.7406666666667,3609.365333333333,805.1886666666666
2048,4,8192,128,256,32.0,,,,,,,,,,,,,,,14014.747,756.598,14012.555,767.9706666666666
2048,8,16384,128,256,32.0,,,,,,,,,,,,,,,27939.567666666662,758.6556666666667,27984.964333333333,765.886
4096,1,4096,128,256,32.0,,,,,,,,,,,,,,,13975.630333333334,750.9453333333335,14014.279333333334,765.6183333333333
4096,4,16384,128,256,32.0,,,,,,,,,,,,,,,54997.97333333333,754.8070000000001,54937.92833333334,765.5649999999999
256,1,256,256,256,32.0,,,,,,,,,,,,,,,72.25833333333333,1488.4863333333335,112.73766666666666,1493.6976666666667
256,4,1024,256,256,32.0,,,,,,,,,,,,,,,271.9556666666667,1488.2183333333332,295.436,1503.159
256,8,2048,256,256,32.0,,,,,,,,,,,,,,,528.115,1480.0796666666668,526.9926666666667,1505.418
256,16,4096,256,256,32.0,,,,,,,,,,,,,,,1087.101,1489.9823333333334,,1392.934
256,32,8192,256,256,32.0,,,,,,,,,,,,,,,2146.244333333333,1495.515,,1952.735
512,1,512,256,256,32.0,,,,,,,,,,,,,,,248.7693333333333,1491.546333333333,272.6506666666667,1496.2103333333334
512,4,2048,256,256,32.0,,,,,,,,,,,,,,,961.4803333333332,1495.2476666666669,953.9293333333334,1523.8866666666663
512,8,4096,256,256,32.0,,,,,,,,,,,,,,,1910.491,1489.3276666666668,1920.087,1589.2496666666666
512,16,8192,256,256,32.0,,,,,,,,,,,,,,,3827.838,1498.081,,3048.388333333334
1024,1,1024,256,256,32.0,,,,,,,,,,,,,,,962.3886666666666,1488.3786666666665,949.4796666666666,1523.5526666666665
1024,4,4096,256,256,32.0,,,,,,,,,,,,,,,3584.976,1492.4816666666666,3605.677,1593.4056666666668
1024,8,8192,256,256,32.0,,,,,,,,,,,,,,,7227.390333333334,1499.8190000000002,7233.444333333333,1546.4053333333334
2048,1,2048,256,256,32.0,,,,,,,,,,,,,,,3606.879666666666,1487.9779999999998,3631.87,1569.8590000000002
2048,4,8192,256,256,32.0,,,,,,,,,,,,,,,13995.382666666666,1495.6890000000003,14207.614666666666,1531.09
2048,8,16384,256,256,32.0,,,,,,,,,,,,,,,27999.678666666663,1504.1616666666669,28324.702666666664,1529.5796666666663
4096,1,4096,256,256,32.0,,,,,,,,,,,,,,,14021.000999999998,1493.1096666666665,14231.068,1532.867
4096,4,16384,256,256,32.0,,,,,,,,,,,,,,,55093.00366666666,1483.1133333333337,55708.225000000006,1526.746666666667
256,1,256,512,256,32.0,,,,,,,,,,,,,,,72.67266666666667,2953.01,120.63566666666668,2985.270666666667
256,4,1024,512,256,32.0,,,,,,,,,,,,,,,272.11566666666664,2958.623333333333,410.0846666666666,2980.473
256,8,2048,512,256,32.0,,,,,,,,,,,,,,,526.8316666666666,2953.116666666667,651.4373333333333,2985.818333333333
256,16,4096,512,256,32.0,,,,,,,,,,,,,,,1064.7293333333334,2958.315333333333,,2371.453
256,32,8192,512,256,32.0,,,,,,,,,,,,,,,2138.453,2959.451,,2792.0686666666666
512,1,512,512,256,32.0,,,,,,,,,,,,,,,249.1963333333333,2958.9836666666665,330.10166666666663,2985.658
512,4,2048,512,256,32.0,,,,,,,,,,,,,,,966.9593333333332,2953.01,1023.4746666666666,3001.066666666667
512,8,4096,512,256,32.0,,,,,,,,,,,,,,,1909.128,2956.859,1870.359333333333,3090.2306666666664
512,16,8192,512,256,32.0,,,,,,,,,,,,,,,3824.8176666666654,2959.6386666666663,,3592.7803333333336
1024,1,1024,512,256,32.0,,,,,,,,,,,,,,,958.8073333333332,2958.8236666666667,1010.913,3031.616333333333
1024,4,4096,512,256,32.0,,,,,,,,,,,,,,,3600.718666666667,2952.021,3603.297666666667,3154.497666666666
1024,8,8192,512,256,32.0,,,,,,,,,,,,,,,7230.437666666668,2966.1066666666666,7220.628,3112.548666666667
2048,1,2048,512,256,32.0,,,,,,,,,,,,,,,3615.218666666667,2952.208333333333,3663.93,3183.203666666667
2048,4,8192,512,256,32.0,,,,,,,,,,,,,,,14034.044666666668,2966.708333333333,14306.775,3136.496333333333
2048,8,16384,512,256,32.0,,,,,,,,,,,,,,,27911.75766666667,2968.6856666666667,28538.41833333333,3146.974
4096,1,4096,512,256,32.0,,,,,,,,,,,,,,,14003.547666666667,2961.2290000000007,14342.416666666666,3407.143
4096,4,16384,512,256,32.0,,,,,,,,,,,,,,,54984.59566666667,2968.0573333333327,56384.38466666666,3430.5963333333334
256,1,256,32,512,32.0,,,,,,,,,,,,,,,72.27233333333334,337.93333333333334,73.20766666666667,340.0983333333333
256,4,1024,32,512,32.0,,,,,,,,,,,,,,,272.79733333333337,337.7726666666667,272.47666666666663,345.5506666666667
256,8,2048,32,512,32.0,,,,,,,,,,,,,,,529.1576666666666,337.9596666666667,527.1656666666668,345.6043333333334
256,16,4096,32,512,32.0,,,,,,,,,,,,,,,1078.8553333333332,337.666,,831.4226666666667
256,32,8192,32,512,32.0,,,,,,,,,,,,,,,2141.2996666666663,338.388,,1547.1266666666668
512,1,512,32,512,32.0,,,,,,,,,,,,,,,249.117,337.73266666666666,249.22366666666667,344.8156666666667
512,4,2048,32,512,32.0,,,,,,,,,,,,,,,990.7333333333336,337.8933333333334,951.4033333333332,346.00499999999994
512,8,4096,32,512,32.0,,,,,,,,,,,,,,,1905.012,337.62566666666663,1907.0566666666664,361.5606666666667
512,16,8192,32,512,32.0,,,,,,,,,,,,,,,3807.338333333333,338.254,,2644.143
1024,1,1024,32,512,32.0,,,,,,,,,,,,,,,953.6886666666666,337.57199999999995,957.618,356.2416666666666
1024,4,4096,32,512,32.0,,,,,,,,,,,,,,,3612.6926666666654,337.559,3595.186,373.6016666666667
1024,8,8192,32,512,32.0,,,,,,,,,,,,,,,7213.490999999999,338.4546666666667,7235.769333333334,354.0363333333333
2048,1,2048,32,512,32.0,,,,,,,,,,,,,,,3609.739666666667,337.8533333333333,3604.6476666666654,369.3783333333333
2048,4,8192,32,512,32.0,,,,,,,,,,,,,,,14003.693999999998,338.29400000000004,14042.597666666668,346.1923333333333
2048,8,16384,32,512,32.0,,,,,,,,,,,,,,,27953.198333333334,339.9113333333333,27946.851333333336,346.6996666666667
4096,1,4096,32,512,32.0,,,,,,,,,,,,,,,14028.204,337.74600000000004,14005.431666666664,346.00533333333334
4096,4,16384,32,512,32.0,,,,,,,,,,,,,,,54938.02033333333,338.989,54954.967,345.577
256,1,256,64,512,32.0,,,,,,,,,,,,,,,72.59333333333333,664.133,73.23466666666667,666.7123333333334
256,4,1024,64,512,32.0,,,,,,,,,,,,,,,272.12933333333336,676.6686666666666,271.822,672.5386666666667
256,8,2048,64,512,32.0,,,,,,,,,,,,,,,526.9793333333333,664.8009999999999,539.9416666666666,693.32
256,16,4096,64,512,32.0,,,,,,,,,,,,,,,1088.6376666666667,662.957,,947.809
256,32,8192,64,512,32.0,,,,,,,,,,,,,,,2140.979333333333,675.559,,1656.9906666666666
512,1,512,64,512,32.0,,,,,,,,,,,,,,,248.74266666666668,674.864,247.87366666666665,669.9593333333333
512,4,2048,64,512,32.0,,,,,,,,,,,,,,,973.7213333333332,675.5726666666666,949.4793333333332,691.2883333333334
512,8,4096,64,512,32.0,,,,,,,,,,,,,,,1901.7513333333332,672.1243333333333,1903.2213333333327,714.7153333333334
512,16,8192,64,512,32.0,,,,,,,,,,,,,,,3817.749,677.1496666666667,,2768.855333333333
1024,1,1024,64,512,32.0,,,,,,,,,,,,,,,951.751,667.2330000000001,954.5176666666666,683.6173333333332
1024,4,4096,64,512,32.0,,,,,,,,,,,,,,,3611.503,664.6410000000001,3609.499,736.8056666666666
1024,8,8192,64,512,32.0,,,,,,,,,,,,,,,7211.674333333333,677.2163333333333,7222.940333333333,690.9143333333333
2048,1,2048,64,512,32.0,,,,,,,,,,,,,,,3599.957,665.189,3609.579,722.9206666666665
2048,4,8192,64,512,32.0,,,,,,,,,,,,,,,14039.817666666668,671.67,14029.193333333336,684.9540000000001
2048,8,16384,64,512,32.0,,,,,,,,,,,,,,,28036.7,666.5383333333334,27952.624333333337,683.2833333333333
4096,1,4096,64,512,32.0,,,,,,,,,,,,,,,14047.478333333333,663.6516666666666,14141.604,683.3506666666667
4096,4,16384,64,512,32.0,,,,,,,,,,,,,,,55298.72166666667,667.2333333333332,54962.74566666666,683.5236666666666
256,1,256,128,512,32.0,,,,,,,,,,,,,,,72.21866666666666,1329.522333333333,92.70533333333331,1334.6
256,4,1024,128,512,32.0,,,,,,,,,,,,,,,272.664,1322.0646666666669,281.2703333333334,1342.098
256,8,2048,128,512,32.0,,,,,,,,,,,,,,,526.4446666666666,1332.1546666666666,537.6303333333333,1352.9623333333334
256,16,4096,128,512,32.0,,,,,,,,,,,,,,,1077.385,1326.849333333333,,1297.716
256,32,8192,128,512,32.0,,,,,,,,,,,,,,,2144.079333333333,1333.2906666666668,,1872.9256666666668
512,1,512,128,512,32.0,,,,,,,,,,,,,,,249.45033333333333,1337.6613333333337,257.4563333333333,1337.313
512,4,2048,128,512,32.0,,,,,,,,,,,,,,,945.9243333333334,1326.5020000000002,961.3863333333333,1368.1706666666666
512,8,4096,128,512,32.0,,,,,,,,,,,,,,,1903.4083333333333,1332.7826666666667,1913.4983333333328,1403.5443333333333
512,16,8192,128,512,32.0,,,,,,,,,,,,,,,3810.438333333333,1333.8516666666667,,3028.355666666667
1024,1,1024,128,512,32.0,,,,,,,,,,,,,,,957.19,1326.6486666666667,960.5846666666666,1371.1906666666666
1024,4,4096,128,512,32.0,,,,,,,,,,,,,,,3605.342666666667,1329.455333333333,3605.7306666666655,1420.356
1024,8,8192,128,512,32.0,,,,,,,,,,,,,,,7219.518666666667,1339.7456666666667,7231.519666666667,1372.647333333333
2048,1,2048,128,512,32.0,,,,,,,,,,,,,,,3590.589,1319.072,3635.960000000001,1424.6593333333333
2048,4,8192,128,512,32.0,,,,,,,,,,,,,,,14022.564333333334,1333.251,14124.758000000002,1363.3726666666669
2048,8,16384,128,512,32.0,,,,,,,,,,,,,,,27926.752666666667,1335.803,28042.736666666664,1359.7913333333331
4096,1,4096,128,512,32.0,,,,,,,,,,,,,,,13992.122,1326.261,14056.335666666666,1362.143
4096,4,16384,128,512,32.0,,,,,,,,,,,,,,,54930.52533333333,1333.8653333333334,55369.26266666667,1360.3256666666666
256,1,256,256,512,32.0,,,,,,,,,,,,,,,72.44600000000001,2621.0506666666665,159.351,2641.417
256,4,1024,256,512,32.0,,,,,,,,,,,,,,,272.30300000000005,2621.0636666666664,384.3596666666667,2649.916333333333
256,8,2048,256,512,32.0,,,,,,,,,,,,,,,526.2036666666667,2621.2376666666664,622.825,2654.9816666666666
256,16,4096,256,512,32.0,,,,,,,,,,,,,,,1086.526,2621.4646666666667,,2168.949333333333
256,32,8192,256,512,32.0,,,,,,,,,,,,,,,2141.406,2625.193333333333,,2537.927333333333
512,1,512,256,512,32.0,,,,,,,,,,,,,,,248.91600000000005,2620.983666666667,377.6513333333333,2638.798
512,4,2048,256,512,32.0,,,,,,,,,,,,,,,948.236,2622.0130000000004,995.7186666666666,2692.7076666666667
512,8,4096,256,512,32.0,,,,,,,,,,,,,,,1906.3353333333332,2621.104,1894.5483333333332,2750.947666666667
512,16,8192,256,512,32.0,,,,,,,,,,,,,,,3804.7316666666666,2623.5496666666663,,3464.113
1024,1,1024,256,512,32.0,,,,,,,,,,,,,,,974.59,2622.133333333333,982.0336666666668,2690.022
1024,4,4096,256,512,32.0,,,,,,,,,,,,,,,3617.035666666666,2622.253666666667,3612.438666666667,2792.576
1024,8,8192,256,512,32.0,,,,,,,,,,,,,,,7186.616999999999,2625.9816666666666,7198.979,2736.568333333333
2048,1,2048,256,512,32.0,,,,,,,,,,,,,,,3600.0506666666665,2621.157,3637.964333333333,2790.8126666666667
2048,4,8192,256,512,32.0,,,,,,,,,,,,,,,14004.043333333331,2626.677,14231.336,2750.199666666667
2048,8,16384,256,512,32.0,,,,,,,,,,,,,,,27978.578,2627.92,28367.307666666664,2749.5446666666667
4096,1,4096,256,512,32.0,,,,,,,,,,,,,,,13990.238,2621.077333333333,14286.168,2758.498333333333
4096,4,16384,256,512,32.0,,,,,,,,,,,,,,,54909.94633333333,2630.018,55843.10800000001,2771.113333333333
256,1,256,512,512,32.0,,,,,,,,,,,,,,,72.379,5254.436,159.57833333333335,5246.217
256,4,1024,512,512,32.0,,,,,,,,,,,,,,,272.8773333333333,5241.740000000001,558.5849999999999,5245.7626666666665
256,8,2048,512,512,32.0,,,,,,,,,,,,,,,528.2486666666667,5254.716666666667,841.1513333333334,5273.185333333334
256,16,4096,512,512,32.0,,,,,,,,,,,,,,,1073.5896666666667,5243.504333333333,,3999.765666666666
256,32,8192,512,512,32.0,,,,,,,,,,,,,,,2146.257666666667,5258.138333333333,,4368.649333333334
512,1,512,512,512,32.0,,,,,,,,,,,,,,,249.00966666666667,5242.849666666667,391.5363333333333,5261.118
512,4,2048,512,512,32.0,,,,,,,,,,,,,,,961.6133333333332,5253.6213333333335,1207.5226666666665,5302.826666666667
