prefill_len,prefill_batch,Prefill Tokens,decode_batch_size,decode_len,cu_mask,Prefill time in isolation_x,Prefill time with interference_x,Serial Prefill time,Slowdown in prefill (H-G),Decode time in isolation_x,Decode Time with interference_x,Serial Decode Time,Slowdown in decode(L-K),Total Serial Time,Total Time with Interference,Overlap,Unnamed: 17,Unnamed: 18,Slowdown in decode (),Prefill time in isolation_y,Decode time in isolation_y,Prefill time with interference_y,Decode Time with interference_y
256,32,8192,64,512,64.0,,,,,,,,,,,,,,,,,,
512,1,512,64,512,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,64,512,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,64,512,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,64,512,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,64,512,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,64,512,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,64,512,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,64,512,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,64,512,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,64,512,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,64,512,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,64,512,64.0,,,,,,,,,,,,,,,,,,
256,1,256,128,512,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,128,512,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,128,512,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,128,512,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,128,512,64.0,,,,,,,,,,,,,,,,,,
512,1,512,128,512,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,128,512,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,128,512,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,128,512,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,128,512,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,128,512,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,128,512,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,128,512,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,128,512,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,128,512,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,128,512,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,128,512,64.0,,,,,,,,,,,,,,,,,,
256,1,256,256,512,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,256,512,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,256,512,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,256,512,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,256,512,64.0,,,,,,,,,,,,,,,,,,
512,1,512,256,512,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,256,512,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,256,512,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,256,512,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,256,512,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,256,512,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,256,512,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,256,512,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,256,512,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,256,512,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,256,512,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,256,512,64.0,,,,,,,,,,,,,,,,,,
256,1,256,512,512,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,512,512,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,512,512,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,512,512,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,512,512,64.0,,,,,,,,,,,,,,,,,,
512,1,512,512,512,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,512,512,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,512,512,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,512,512,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,512,512,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,512,512,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,512,512,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,512,512,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,512,512,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,512,512,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,512,512,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,512,512,64.0,,,,,,,,,,,,,,,,,,
256,1,256,32,1024,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,32,1024,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,32,1024,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,32,1024,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,32,1024,64.0,,,,,,,,,,,,,,,,,,
512,1,512,32,1024,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,32,1024,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,32,1024,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,32,1024,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,32,1024,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,32,1024,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,32,1024,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,32,1024,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,32,1024,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,32,1024,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,32,1024,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,32,1024,64.0,,,,,,,,,,,,,,,,,,
256,1,256,64,1024,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,64,1024,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,64,1024,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,64,1024,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,64,1024,64.0,,,,,,,,,,,,,,,,,,
512,1,512,64,1024,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,64,1024,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,64,1024,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,64,1024,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,64,1024,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,64,1024,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,64,1024,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,64,1024,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,64,1024,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,64,1024,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,64,1024,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,64,1024,64.0,,,,,,,,,,,,,,,,,,
256,1,256,128,1024,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,128,1024,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,128,1024,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,128,1024,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,128,1024,64.0,,,,,,,,,,,,,,,,,,
512,1,512,128,1024,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,128,1024,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,128,1024,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,128,1024,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,128,1024,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,128,1024,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,128,1024,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,128,1024,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,128,1024,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,128,1024,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,128,1024,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,128,1024,64.0,,,,,,,,,,,,,,,,,,
256,1,256,256,1024,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,256,1024,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,256,1024,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,256,1024,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,256,1024,64.0,,,,,,,,,,,,,,,,,,
512,1,512,256,1024,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,256,1024,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,256,1024,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,256,1024,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,256,1024,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,256,1024,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,256,1024,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,256,1024,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,256,1024,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,256,1024,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,256,1024,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,256,1024,64.0,,,,,,,,,,,,,,,,,,
256,1,256,512,1024,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,512,1024,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,512,1024,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,512,1024,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,512,1024,64.0,,,,,,,,,,,,,,,,,,
512,1,512,512,1024,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,512,1024,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,512,1024,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,512,1024,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,512,1024,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,512,1024,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,512,1024,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,512,1024,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,512,1024,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,512,1024,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,512,1024,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,512,1024,64.0,,,,,,,,,,,,,,,,,,
256,1,256,32,2048,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,32,2048,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,32,2048,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,32,2048,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,32,2048,64.0,,,,,,,,,,,,,,,,,,
512,1,512,32,2048,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,32,2048,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,32,2048,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,32,2048,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,32,2048,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,32,2048,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,32,2048,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,32,2048,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,32,2048,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,32,2048,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,32,2048,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,32,2048,64.0,,,,,,,,,,,,,,,,,,
256,1,256,64,2048,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,64,2048,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,64,2048,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,64,2048,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,64,2048,64.0,,,,,,,,,,,,,,,,,,
512,1,512,64,2048,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,64,2048,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,64,2048,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,64,2048,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,64,2048,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,64,2048,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,64,2048,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,64,2048,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,64,2048,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,64,2048,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,64,2048,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,64,2048,64.0,,,,,,,,,,,,,,,,,,
256,1,256,128,2048,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,128,2048,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,128,2048,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,128,2048,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,128,2048,64.0,,,,,,,,,,,,,,,,,,
512,1,512,128,2048,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,128,2048,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,128,2048,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,128,2048,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,128,2048,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,128,2048,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,128,2048,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,128,2048,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,128,2048,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,128,2048,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,128,2048,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,128,2048,64.0,,,,,,,,,,,,,,,,,,
256,1,256,256,2048,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,256,2048,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,256,2048,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,256,2048,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,256,2048,64.0,,,,,,,,,,,,,,,,,,
512,1,512,256,2048,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,256,2048,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,256,2048,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,256,2048,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,256,2048,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,256,2048,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,256,2048,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,256,2048,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,256,2048,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,256,2048,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,256,2048,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,256,2048,64.0,,,,,,,,,,,,,,,,,,
256,1,256,512,2048,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,512,2048,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,512,2048,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,512,2048,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,512,2048,64.0,,,,,,,,,,,,,,,,,,
512,1,512,512,2048,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,512,2048,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,512,2048,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,512,2048,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,512,2048,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,512,2048,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,512,2048,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,512,2048,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,512,2048,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,512,2048,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,512,2048,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,512,2048,64.0,,,,,,,,,,,,,,,,,,
256,1,256,32,4096,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,32,4096,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,32,4096,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,32,4096,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,32,4096,64.0,,,,,,,,,,,,,,,,,,
512,1,512,32,4096,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,32,4096,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,32,4096,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,32,4096,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,32,4096,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,32,4096,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,32,4096,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,32,4096,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,32,4096,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,32,4096,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,32,4096,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,32,4096,64.0,,,,,,,,,,,,,,,,,,
256,1,256,64,4096,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,64,4096,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,64,4096,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,64,4096,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,64,4096,64.0,,,,,,,,,,,,,,,,,,
512,1,512,64,4096,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,64,4096,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,64,4096,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,64,4096,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,64,4096,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,64,4096,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,64,4096,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,64,4096,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,64,4096,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,64,4096,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,64,4096,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,64,4096,64.0,,,,,,,,,,,,,,,,,,
256,1,256,128,4096,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,128,4096,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,128,4096,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,128,4096,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,128,4096,64.0,,,,,,,,,,,,,,,,,,
512,1,512,128,4096,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,128,4096,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,128,4096,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,128,4096,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,128,4096,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,128,4096,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,128,4096,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,128,4096,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,128,4096,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,128,4096,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,128,4096,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,128,4096,64.0,,,,,,,,,,,,,,,,,,
256,1,256,256,4096,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,256,4096,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,256,4096,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,256,4096,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,256,4096,64.0,,,,,,,,,,,,,,,,,,
512,1,512,256,4096,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,256,4096,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,256,4096,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,256,4096,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,256,4096,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,256,4096,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,256,4096,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,256,4096,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,256,4096,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,256,4096,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,256,4096,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,256,4096,64.0,,,,,,,,,,,,,,,,,,
256,1,256,512,4096,64.0,,,,,,,,,,,,,,,,,,
256,4,1024,512,4096,64.0,,,,,,,,,,,,,,,,,,
256,8,2048,512,4096,64.0,,,,,,,,,,,,,,,,,,
256,16,4096,512,4096,64.0,,,,,,,,,,,,,,,,,,
256,32,8192,512,4096,64.0,,,,,,,,,,,,,,,,,,
512,1,512,512,4096,64.0,,,,,,,,,,,,,,,,,,
512,4,2048,512,4096,64.0,,,,,,,,,,,,,,,,,,
512,8,4096,512,4096,64.0,,,,,,,,,,,,,,,,,,
512,16,8192,512,4096,64.0,,,,,,,,,,,,,,,,,,
1024,1,1024,512,4096,64.0,,,,,,,,,,,,,,,,,,
1024,4,4096,512,4096,64.0,,,,,,,,,,,,,,,,,,
1024,8,8192,512,4096,64.0,,,,,,,,,,,,,,,,,,
2048,1,2048,512,4096,64.0,,,,,,,,,,,,,,,,,,
2048,4,8192,512,4096,64.0,,,,,,,,,,,,,,,,,,
2048,8,16384,512,4096,64.0,,,,,,,,,,,,,,,,,,
4096,1,4096,512,4096,64.0,,,,,,,,,,,,,,,,,,
4096,4,16384,512,4096,64.0,,,,,,,,,,,,,,,,,,
256,1,256,32,256,128.0,,,,,,,,,,,,,,,,,,
256,4,1024,32,256,128.0,,,,,,,,,,,,,,,,,,
256,8,2048,32,256,128.0,,,,,,,,,,,,,,,,,,
256,16,4096,32,256,128.0,,,,,,,,,,,,,,,,,,
256,32,8192,32,256,128.0,,,,,,,,,,,,,,,,,,
512,1,512,32,256,128.0,,,,,,,,,,,,,,,,,,
512,4,2048,32,256,128.0,,,,,,,,,,,,,,,,,,
512,8,4096,32,256,128.0,,,,,,,,,,,,,,,,,,
512,16,8192,32,256,128.0,,,,,,,,,,,,,,,,,,
1024,1,1024,32,256,128.0,,,,,,,,,,,,,,,,,,
1024,4,4096,32,256,128.0,,,,,,,,,,,,,,,,,,
1024,8,8192,32,256,128.0,,,,,,,,,,,,,,,,,,
2048,1,2048,32,256,128.0,,,,,,,,,,,,,,,,,,
2048,4,8192,32,256,128.0,,,,,,,,,,,,,,,,,,
2048,8,16384,32,256,128.0,,,,,,,,,,,,,,,,,,
4096,1,4096,32,256,128.0,,,,,,,,,,,,,,,,,,
4096,4,16384,32,256,128.0,,,,,,,,,,,,,,,,,,
256,1,256,64,256,128.0,,,,,,,,,,,,,,,,,,
256,4,1024,64,256,128.0,,,,,,,,,,,,,,,,,,
256,8,2048,64,256,128.0,,,,,,,,,,,,,,,,,,
256,16,4096,64,256,128.0,,,,,,,,,,,,,,,,,,
256,32,8192,64,256,128.0,,,,,,,,,,,,,,,,,,
512,1,512,64,256,128.0,,,,,,,,,,,,,,,,,,
512,4,2048,64,256,128.0,,,,,,,,,,,,,,,,,,
512,8,4096,64,256,128.0,,,,,,,,,,,,,,,,,,
512,16,8192,64,256,128.0,,,,,,,,,,,,,,,,,,
1024,1,1024,64,256,128.0,,,,,,,,,,,,,,,,,,
1024,4,4096,64,256,128.0,,,,,,,,,,,,,,,,,,
1024,8,8192,64,256,128.0,,,,,,,,,,,,,,,,,,
2048,1,2048,64,256,128.0,,,,,,,,,,,,,,,,,,
2048,4,8192,64,256,128.0,,,,,,,,,,,,,,,,,,
2048,8,16384,64,256,128.0,,,,,,,,,,,,,,,,,,
4096,1,4096,64,256,128.0,,,,,,,,,,,,,,,,,,
4096,4,16384,64,256,128.0,,,,,,,,,,,,,,,,,,
256,1,256,128,256,128.0,,,,,,,,,,,,,,,,,,
256,4,1024,128,256,128.0,,,,,,,,,,,,,,,,,,
256,8,2048,128,256,128.0,,,,,,,,,,,,,,,,,,
256,16,4096,128,256,128.0,,,,,,,,,,,,,,,,,,
256,32,8192,128,256,128.0,,,,,,,,,,,,,,,,,,
512,1,512,128,256,128.0,,,,,,,,,,,,,,,,,,
512,4,2048,128,256,128.0,,,,,,,,,,,,,,,,,,
512,8,4096,128,256,128.0,,,,,,,,,,,,,,,,,,
512,16,8192,128,256,128.0,,,,,,,,,,,,,,,,,,
1024,1,1024,128,256,128.0,,,,,,,,,,,,,,,,,,
1024,4,4096,128,256,128.0,,,,,,,,,,,,,,,,,,
1024,8,8192,128,256,128.0,,,,,,,,,,,,,,,,,,
2048,1,2048,128,256,128.0,,,,,,,,,,,,,,,,,,
2048,4,8192,128,256,128.0,,,,,,,,,,,,,,,,,,
2048,8,16384,128,256,128.0,,,,,,,,,,,,,,,,,,
4096,1,4096,128,256,128.0,,,,,,,,,,,,,,,,,,
4096,4,16384,128,256,128.0,,,,,,,,,,,,,,,,,,
256,1,256,256,256,128.0,,,,,,,,,,,,,,,,,,
256,4,1024,256,256,128.0,,,,,,,,,,,,,,,,,,
256,8,2048,256,256,128.0,,,,,,,,,,,,,,,,,,
256,16,4096,256,256,128.0,,,,,,,,,,,,,,,,,,
256,32,8192,256,256,128.0,,,,,,,,,,,,,,,,,,
512,1,512,256,256,128.0,,,,,,,,,,,,,,,,,,
512,4,2048,256,256,128.0,,,,,,,,,,,,,,,,,,
512,8,4096,256,256,128.0,,,,,,,,,,,,,,,,,,
